Timestamp,Ref.,Weight,Number,,,,,,,,
16/4/24 11:00,L17L10,0.0091,12,,,,,,,,
16/4/24 19:05,L17L07,0.0355,6,,,,,,,,
17/4/24 08:36,O18L10,0.0051,2,,,,,,,,
16/4/24 19:00,L17L10,0.0047,4,,,,,,,,
16/4/24 15:03,L17L07,0.0242,14,,,,,,,,
16/4/24 19:14,L17L02,0.0366,9,,,,,,,,
16/4/24 15:09,L17L01,0.0022,2,,,,,,,,
16/4/24 15:02,L17L08,0.0019,4,,,,,,,,
16/4/24 19:12,L17L03,0.0041,8,,,,,,,,
16/4/24 19:10,L17L04,0.0106,28,,,,,,,,
16/4/24 15:08,L17L02,0.0036,6,,,,,,,,
16/4/24 15:06,L17L04,0.0011,1,,,,,,,,
16/4/24 19:16,L17L01,0.0009,5,,,,,,,, 
16/4/24 19:02,L17L09,0.0015,2,,,,,,,,
16/4/24 19:09,L17L05,0.0006,1,,,,,,,,
16/4/24 15:05,L17L05,0.0001,3,,,,,,,,
16/4/24 16:30,O18L01,0.0008,4,,,,,,,,
16/4/24 16:25,O18L05,0.0237,1,,,,,,,,
16/4/24 16:18,O18L10,0.0171,2,,,,,,,,
16/4/24 16:20,O18L09,0.0089,2,,,,,,,,
16/4/24 16:21,O18L08,0.0008,1,,,,,,,,
16/4/24 11:32,O18L05,0.0009,4,,,,,,,,
16/4/24 20:51,O18L04,0.0021,2,,,,,,,,
16/4/24 20:57,O18L01,0.1356,9,,,,,,,,
16/4/24 16:22,O18L07,0.0134,3,,,,,,,,
17/4/24 08:37,O18L09,0.2745,12,,,,,,,,
16/4/24 11:28,O18L08,0.0061,5,,,,,,,,
16/4/24 16:26,O18L04,0.0024,2,,,,,,,,
16/4/24 11:26,O18L09,0.0204,7,,,,,,,,
16/4/24 20:55,O18L02,0.0845,12,,,,,,,,
17/4/24 08:41,O18L07,0.6715,13,,,,,,,,
16/4/24 20:49,O18L05,0.0001,1,,,,,,,,
17/4/24 08:48,O18L03,0.4345,13,,,,,,,,
16/4/24 20:46,O18L06,0.0625,1,,,,,,,,
17/4/24 08:42,O18L06,0.1823,4,,,,,,,,
17/4/24 08:52,O18L01,0.2982,5,,,,,,,,
16/4/24 16:23,O18L06,0.0122,5,,,,,,,,
16/4/24 20:41,O18L09,0.0309,3,,,,,,,,
16/4/24 20:53,O18L03,0.0489,10,,,,,,,,
16/4/24 11:30,O18L06,0.0112,8,,,,,,,,
16/4/24 20:42,O18L08,0.0003,2,,,,,,,,
16/4/24 11:35,O18L03,0.0187,10,,,,,,,,
16/4/24 11:37,O18L02,0.0147,11,,,,,,,,
16/4/24 16:29,O18L02,0.0027,7,,,,,,,,
16/4/24 11:29,O18L07,0.0053,3,,,,,,,,
16/4/24 20:44,O18L07,0.6685,5,,,,,,,,
16/4/24 16:27,O18L03,0.0021,6,,,,,,,,
16/4/24 21:36,L15L07,0.0556,14,,,,,,,,
16/4/24 21:44,L15L02,0.0024,1,,,,,,,,
16/4/24 17:21,L15L02,0.0105,14,,,,,,,,
16/4/24 13:23,L15L01,0.0694,2,,,,,,,,
16/4/24 17:09,L15L10,0.0072,2,,,,,,,,
16/4/24 21:34,L15L08,0.0276,2,,,,,,,,
16/4/24 21:32,L15L09,0.0992,5,,,,,,,,
16/4/24 17:16,L15L05,0.0725,2,,,,,,,,
16/4/24 17:10,L15L09,0.0165,2,,,,,,,,
16/4/24 21:41,L15L04,0.3889,1,,,,,,,,
17/4/24 09:32,L15L08,0,0,,,,,,,,
17/4/24 07:11,L17L04,0.0139,4,,,,,,,,
17/4/24 07:08,L17L06,0.0945,5,,,,,,,,
17/4/24 08:46,O18L04,0.4864,3,,,,,,,,
17/4/24 07:06,L17L07,0.8968,1,,,,,,,,
17/4/24 08:39,O18L08,0.0155,5,,,,,,,,
17/4/24 07:13,L17L03,0.1803,9,,,,,,,,
17/4/24 07:09,L17L05,0.3512,6,,,,,,,,
16/4/24 11:02,L17L08,0.0578,2,,,,,,,,
16/4/24 17:18,L15L04,0.0659,2,,,,,,,,
17/4/24 08:50,O18L02,0.0698,4,,,,,,,,
16/4/24 11:38,O18L01,0.0369,7,,,,,,,,
16/4/24 11:33,O18L04,0.0005,2,,,,,,,,
17/4/24 09:28,L15L10,0.2314,6,,,,,,,,
17/4/24 09:31,L15L09,0.1632,5,,,,,,,,
17/4/24 09:37,L15L05,0.0718,3,,,,,,,,
16/4/24 13:19,L15L04,0.0005,2,,,,,,,,
17/4/24 09:43,L15L01,0.1051,7,,,,,,,,
17/4/24 09:35,L15L06,0.1261,4,,,,,,,,
17/4/24 09:38,L15L04,0.0066,6,,,,,,,,
17/4/24 09:42,L15L02,0.0132,5,,,,,,,,
16/4/24 21:43,L15L03,0.0052,2,,,,,,,,
16/4/24 13:16,L15L06,0.003,1,,,,,,,,
16/4/24 17:12,L15L08,0.0043,2,,,,,,,,
16/4/24 13:20,L15L03,0.0068,3,,,,,,,,
16/4/24 13:10,L15L10,0.0012,1,,,,,,,,
16/4/24 13:17,L15L05,0.0076,6,,,,,,,,
17/4/24 09:33,L15L07,0.0071,9,,,,,,,,
16/4/24 13:13,L15L08,0.0055,7,,,,,,,,
16/4/24 13:14,L15L07,0.0572,10,,,,,,,,
17/4/24 09:40,L15L03,0.3609,6,,,,,,,,
16/4/24 21:46,L15L01,0.0005,1,,,,,,,,
16/4/24 13:12,L15L09,0.0015,2,,,,,,,,
16/4/24 17:22,L15L01,0.0796,1,,,,,,,,
16/4/24 21:38,L15L06,0.0542,3,,,,,,,,
16/4/24 17:19,L15L03,0.0135,9,,,,,,,,
16/4/24 13:21,L15L02,0.0347,18,,,,,,,,
16/4/24 17:13,L15L07,0.0381,1,,,,,,,,
17/4/24 10:08,J13L08,60.4741,2,,2 LARGE MILLIPEDES ,,,,,,
16/4/24 17:15,L15L06,0,0,,,,,,,,
16/4/24 19:43,J15L10,0,0,,,,,,,,
16/4/24 15:32,J15L08,0,0,,,,,,,,
16/4/24 22:11,J13L09,0,0,,,,,,,,
16/4/24 19:44,J15L09,0,0,,,,,,,,
16/4/24 11:25,O18L10,0,0,,,,,,,,
16/4/24 11:44,J15L05,0,0,,,,,,,,
16/4/24 11:38,J15L09,0,0,,,,,,,,
16/4/24 11:37,J15L10,0,0,,,,,,,,
16/4/24 21:39,L15L05,0,0,,,,,,,,
16/4/24 21:30,L15L10,0,0,,,,,,,,
16/4/24 15:31,J15L09,0,0,,,,,,,,
