2001.01.01 00:00:00;0xB5968;2000;000100000708
2001.01.01 00:00:00;0xB5978;2000;000000000008
2003.03.01 00:00:00;0xB59A8;2000;000000000008
2001.03.03 03:00:00;0xB5B98;2000;000000000308
2007.03.07 00:00:00;0xB5CC8;2000;000000000708
2001.07.07 03:00:00;0xB5CE8;2000;000000000308
2001.01.03 00:00:00;0xB5D08;2000;000000000008
2007.07.07 07:00:00;0xB5D48;2000;000000000008
2003.03.03 00:00:00;0xB8418;2000;000000000008
2003.03.03 00:00:00;0xB8458;2000;000100000008
2003.03.03 00:00:00;0xB8468;2000;000000000008
2001.01.01 01:00:00;0xB8558;2000;000000000708
2001.03.01 01:00:00;0xB8590;2000;000205300008
2001.03.03 00:00:00;0xB86A8;2000;000000001F08
2001.03.03 00:00:00;0xB86C0;2000;000213300008
2001.03.03 15:00:00;0xB8700;2000;000000000008
2007.03.01 00:00:00;0xBAD10;2000;000300000F08
2007.03.01 00:00:00;0xBAD20;2000;000000000708
2007.03.01 00:00:00;0xBAD30;2000;000317450008
2007.03.01 18:45:00;0xBAD60;2000;000000000008
2007.03.01 00:00:00;0xBAD70;2000;000700000008
2007.03.01 00:00:00;0xBAD80;2000;000319000008
2007.03.01 19:00:00;0xBAD90;201F;000000000008
2007.03.01 00:00:00;0xBADA0;2000;000319150008
2007.03.01 23:45:00;0xBAE40;2000;000400000008
2007.03.01 02:30:00;0xBAEA0;2000;000402450008
2007.03.01 02:45:00;0xBAEB0;2000;000000000008
2007.03.01 00:00:00;0xBB190;2000;000405150008
2007.03.01 06:00:00;0xBB1B8;2000;000700000008
2007.03.01 00:00:00;0xBB1C8;2000;000408000008
2007.03.01 15:45:00;0xBB2D0;2000;000000000008
2007.03.01 01:00:00;0xBBD00;2000;000000000008
2003.01.03 00:00:00;0xBBD70;2000;000000000008
2003.01.03 00:00:00;0xBCA38;2000;000416450008
2003.01.03 17:30:00;0xBCA60;2000;000000000008
2003.01.03 00:00:00;0xDFE30;2000;010100000F08
2003.01.03 00:00:00;0xDFE40;2000;000000000008
